1469305456.65956,/GPS/latitude,48.558954719
1469305456.662276,/GPS/longitude,3.297324049
1469305456.663821,/GPS/latitude,48.558954719
1469305456.666016,/GPS/longitude,3.297324049
1469305457.695217,/GPS/latitude,48.558961449
1469305457.697661,/GPS/longitude,3.297324828
1469305458.710019,/GPS/latitude,48.558959895
1469305458.712144,/GPS/longitude,3.297351098
1469305459.72476,/GPS/latitude,48.558959895
1469305459.726744,/GPS/longitude,3.297351098
1469305460.739034,/GPS/latitude,48.558959895
1469305460.740959,/GPS/longitude,3.297351098
1469305460.929647,MAF,10.11
1469305461.017643,THROTTLE_POS,100.0
1469305461.108911,BAROMETRIC_PRESSURE,101
1469305461.196372,FUEL_INJECT_TIMING,-3.1875
1469305461.235198,TIME_SINCE_DTC_CLEARED,
1469305461.277735,PIDS_C,01000100110111000000000000001001
1469305461.31649,CONTROL_MODULE_VOLTAGE,
1469305461.429391,COMMANDED_EGR,0.0
1469305461.51934,AMBIANT_AIR_TEMP,23
1469305461.606732,ACCELERATOR_POS_D,0.0
1469305461.694231,SPEED,0
1469305461.752579,/GPS/latitude,48.558966625
1469305461.755446,/GPS/longitude,3.297351877
1469305461.784213,INTAKE_TEMP,32
1469305461.871722,RPM,798.0
1469305461.960385,INTAKE_PRESSURE,102
1469305462.051313,ACCELERATOR_POS_E,0.0
1469305462.140032,THROTTLE_ACTUATOR,0.0
1469305462.227532,FUEL_RAIL_PRESSURE_DIRECT,29740
1469305462.2676,RUN_TIME_MIL,
1469305462.306395,DISTANCE_W_MIL,
1469305462.419146,COOLANT_TEMP,36
1469305462.509164,ENGINE_LOAD,29.41176470588235
1469305462.596637,EGR_ERROR,0.0
1469305462.684237,RUN_TIME,72
1469305462.766407,/GPS/latitude,48.558966625
1469305462.774641,/GPS/longitude,3.297351877
1469305462.77612,CATALYST_TEMP_B1S1,60.7
1469305462.86424,MAF,10.08
1469305463.446281,AMBIANT_AIR_TEMP,22
1469305463.777324,/GPS/latitude,48.558966625
1469305463.779399,/GPS/longitude,3.297351877
1469305463.798552,RPM,792.5
1469305464.152582,FUEL_RAIL_PRESSURE_DIRECT,29480
1469305464.579037,RUN_TIME,74
1469305464.669418,CATALYST_TEMP_B1S1,60.900000000000006
1469305464.758196,MAF,9.97
1469305464.792877,/GPS/latitude,48.558966625
1469305464.795616,/GPS/longitude,3.297351877
1469305465.672201,RPM,790.0
1469305465.80663,/GPS/latitude,48.558966625
1469305465.807564,/GPS/longitude,3.297351877
1469305466.027625,FUEL_RAIL_PRESSURE_DIRECT,28800
1469305466.28745,ENGINE_LOAD,29.80392156862745
1469305466.488165,RUN_TIME,76
1469305466.578419,CATALYST_TEMP_B1S1,61.3
1469305466.665788,MAF,9.94
1469305466.826798,/GPS/latitude,48.558966625
1469305466.829187,/GPS/longitude,3.297351877
1469305467.581792,RPM,790.5
1469305467.84619,/GPS/latitude,48.558966625
1469305467.848316,/GPS/longitude,3.297351877
1469305467.938218,FUEL_RAIL_PRESSURE_DIRECT,29610
1469305468.198828,ENGINE_LOAD,30.19607843137255
1469305468.37627,RUN_TIME,78
1469305468.467517,CATALYST_TEMP_B1S1,61.5
1469305468.556266,MAF,10.16
1469305468.86909,/GPS/latitude,48.558979307
1469305468.870643,/GPS/longitude,3.297352656
1469305469.474808,RPM,797.5
1469305469.881486,/GPS/latitude,48.558979307
1469305469.88373,/GPS/longitude,3.297352656
1469305470.081624,ENGINE_LOAD,28.627450980392158
